session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg,patchUniformity,nPatches,patchSize
268,5,1,1,0,0,5,0,3,0,1,1,-1,4,4,1,2,"4,4"
268,6,1,1,0,0,5,18,3,1,0,-1,1,4,4,0,2,"4,4"
268,7,1,1,0,0,5,0,3,1,0,-1,1,4,4,0,2,"4,4"
268,8,1,1,0,8,3,18,5,0,1,1,-1,3,5,1,2,"5,3"
268,9,1,1,0,0,5,0,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
268,10,1,1,0,0,5,0,3,0,1,1,-1,3,5,1,2,"3,5"
268,11,1,1,0,0,3,0,5,1,0,-1,1,4,4,1,2,"4,4"
268,12,1,1,0,22,3,0,5,0,1,1,-1,5,3,1,2,"5,3"
269,1,0,1,1,51,4,39,4,1,0,-1,1,5,3,1,2,"5,3"
269,2,0,1,1,59,4,56,4,1,0,-1,1,4,4,0,2,"4,4"
269,3,0,1,1,22,4,21,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
269,4,0,1,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
269,5,0,1,1,57,4,57,4,0,1,1,-1,5,3,1,2,"3,5"
269,6,0,1,1,0,4,9,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
269,7,0,1,1,61,4,62,4,0,1,1,-1,3,5,1,2,"5,3"
269,8,0,1,1,50,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
269,9,0,1,1,45,4,39,4,0,1,1,-1,4,4,1,2,"4,4"
269,10,0,1,1,52,4,59,4,0,1,1,-1,3,5,1,2,"3,5"
269,11,0,1,1,53,4,57,4,0,1,1,-1,4,4,0,2,"4,4"
269,12,0,1,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
270,1,0,1,0,45,5,39,3,0,1,1,-1,3,5,1,2,"3,5"
270,2,0,1,0,29,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
270,3,0,1,0,38,3,29,5,1,0,-1,1,4,4,0,2,"4,4"
270,4,0,1,0,60,5,59,3,0,1,1,-1,5,3,1,2,"3,5"
270,5,0,1,0,5,3,30,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
270,6,0,1,0,6,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
270,7,0,1,0,46,3,26,5,0,1,1,-1,4,4,1,2,"4,4"
270,8,0,1,0,41,5,40,3,1,0,-1,1,5,3,1,2,"5,3"
270,9,0,1,0,59,5,54,3,0,1,1,-1,3,5,1,2,"5,3"
270,10,0,1,0,22,5,39,3,1,0,-1,1,4,4,1,2,"4,4"
270,11,0,1,0,9,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
270,12,0,1,0,47,5,52,3,0,1,1,-1,4,4,0,2,"4,4"
271,1,1,1,1,22,4,0,4,0,1,1,-1,3,5,1,2,"5,3"
271,2,1,1,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
271,3,1,1,1,0,4,8,4,1,0,-1,1,4,4,1,2,"4,4"
271,4,1,1,1,38,4,24,4,0,1,0,-1,3,5,1,2,"3,5"
271,5,1,1,1,18,4,20,4,0,1,1,-1,5,3,1,2,"3,5"
271,6,1,1,1,0,4,8,4,1,0,-1,1,4,4,1,2,"4,4"
271,7,1,1,1,0,4,24,4,1,0,-1,1,5,3,1,2,"5,3"
271,8,1,1,1,27,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
271,9,1,1,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
271,10,1,1,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
271,11,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
271,12,1,1,1,18,4,12,4,1,0,-1,1,4,4,0,2,"4,4"
272,1,1,1,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
272,2,1,1,1,0,4,8,4,1,0,-1,1,5,3,1,2,"5,3"
272,3,1,1,1,0,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
272,4,1,1,1,20,4,18,4,0,1,1,-1,5,3,1,2,"3,5"
272,5,1,1,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
272,6,1,1,1,19,4,18,4,0,1,1,-1,3,5,1,2,"5,3"
272,7,1,1,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
272,8,1,1,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
272,9,1,1,1,4,4,18,4,0,1,1,-1,3,5,1,2,"3,5"
272,10,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
272,11,1,1,1,0,4,8,4,1,0,-1,1,4,4,1,2,"4,4"
272,12,1,1,1,26,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
273,1,0,0,0,28,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
273,2,0,0,0,10,3,12,5,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
273,3,0,0,0,44,5,51,3,0,1,1,-1,3,5,1,2,"5,3"
273,4,0,0,0,48,5,46,3,0,1,1,-1,3,5,1,2,"3,5"
273,5,0,0,0,23,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
273,6,0,0,0,46,5,56,3,0,1,1,-1,5,3,1,2,"3,5"
273,7,0,0,0,18,5,27,3,1,0,-1,1,4,4,1,2,"4,4"
273,8,0,0,0,0,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
273,9,0,0,0,51,3,52,5,0,1,1,-1,5,3,1,2,"5,3"
273,10,0,0,0,27,3,35,5,1,0,-1,1,4,4,0,2,"4,4"
273,11,0,0,0,47,5,32,3,1,0,-1,1,4,4,1,2,"4,4"
273,12,0,0,0,0,5,3,3,1,0,-1,1,4,4,0,2,"4,4"
274,1,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
274,2,1,0,1,0,4,0,4,1,0,-1,1,4,4,1,2,"4,4"
274,3,1,0,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
274,4,1,0,1,15,4,18,4,0,1,1,-1,5,3,1,2,"3,5"
274,5,1,0,1,2,4,0,4,1,0,-1,1,5,3,1,2,"5,3"
274,6,1,0,1,8,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
274,7,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
274,8,1,0,1,22,4,24,4,0,1,1,-1,3,5,1,2,"5,3"
274,9,1,0,1,6,4,19,4,0,1,1,-1,4,4,0,2,"4,4"
274,10,1,0,1,18,4,4,4,1,0,-1,1,3,5,1,2,"3,5"
274,11,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
274,12,1,0,1,0,4,26,4,0,1,1,-1,4,4,0,2,"4,4"
275,1,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
275,2,1,1,1,18,4,12,4,1,0,-1,1,4,4,0,2,"4,4"
275,3,1,1,1,0,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
275,4,1,1,1,0,4,22,4,1,0,-1,1,4,4,1,2,"4,4"
275,5,1,1,1,26,4,0,4,1,0,-1,1,4,4,0,2,"4,4"
275,6,1,1,1,18,4,15,4,0,1,1,-1,5,3,1,2,"3,5"
275,7,1,1,1,18,4,4,4,1,0,-1,1,3,5,1,2,"3,5"
275,8,1,1,1,24,4,0,4,0,1,1,-1,5,3,1,2,"5,3"
275,9,1,1,1,0,4,8,4,1,0,-1,1,4,4,1,2,"4,4"
275,10,1,1,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
275,11,1,1,1,2,4,0,4,0,1,1,-1,3,5,1,2,"5,3"
275,12,1,1,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
276,1,0,0,1,47,4,30,4,0,1,1,-1,3,5,1,2,"3,5"
276,2,0,0,1,52,4,61,4,0,1,1,-1,5,3,1,2,"5,3"
276,3,0,0,1,41,4,62,4,0,1,1,-1,3,5,1,2,"5,3"
276,4,0,0,1,59,4,50,4,0,1,1,-1,5,3,1,2,"3,5"
276,5,0,0,1,61,4,47,4,1,0,-1,1,4,4,0,2,"4,4"
276,6,0,0,1,44,4,64,4,1,0,-1,1,4,4,1,2,"4,4"
276,7,0,0,1,6,4,18,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
276,8,0,0,1,53,4,57,4,0,1,1,-1,4,4,0,2,"4,4"
276,9,0,0,1,47,4,50,4,1,0,-1,1,4,4,1,2,"4,4"
276,10,0,0,1,14,4,17,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
276,11,0,0,1,18,4,5,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
276,12,0,0,1,0,4,11,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
277,1,1,0,0,0,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
277,2,1,0,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
277,3,1,0,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
277,4,1,0,0,4,5,22,3,1,0,-1,1,5,3,1,2,"3,5"
277,5,1,0,0,0,3,0,5,1,0,-1,1,4,4,1,2,"4,4"
277,6,1,0,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
277,7,1,0,0,8,5,0,3,0,1,1,-1,4,4,0,2,"4,4"
277,8,1,0,0,0,5,22,3,1,0,-1,1,4,4,1,2,"4,4"
277,9,1,0,0,0,5,0,3,0,1,1,-1,4,4,0,2,"4,4"
277,10,1,0,0,18,3,28,5,0,1,1,-1,3,5,1,2,"5,3"
277,11,1,0,0,0,3,0,5,1,0,-1,1,5,3,1,2,"5,3"
277,12,1,0,0,18,3,24,5,0,1,1,-1,3,5,1,2,"3,5"
278,1,1,0,0,0,3,0,5,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
278,2,1,0,0,24,5,18,3,1,0,-1,1,3,5,1,2,"3,5"
278,3,1,0,0,0,3,0,5,1,0,-1,1,4,4,1,2,"4,4"
278,4,1,0,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
278,5,1,0,0,0,3,0,5,0,1,1,-1,5,3,1,2,"5,3"
278,6,1,0,0,0,3,13,5,0,1,1,-1,3,5,1,2,"5,3"
278,7,1,0,0,0,3,0,5,1,0,-1,1,4,4,0,2,"4,4"
278,8,1,0,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
278,9,1,0,0,0,3,15,5,0,1,1,-1,5,3,1,2,"3,5"
278,10,1,0,0,0,3,28,5,0,1,1,-1,4,4,0,2,"4,4"
278,11,1,0,0,0,3,0,5,0,1,1,-1,4,4,1,2,"4,4"
278,12,1,0,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
279,1,0,1,1,49,4,54,4,1,0,-1,1,4,4,1,2,"4,4"
279,2,0,1,1,59,4,40,4,0,1,1,-1,5,3,1,2,"3,5"
279,3,0,1,1,62,4,41,4,0,1,1,-1,5,3,1,2,"5,3"
279,4,0,1,1,61,4,62,4,0,1,1,-1,3,5,1,2,"5,3"
279,5,0,1,1,47,4,50,4,1,0,-1,1,4,4,1,2,"4,4"
279,6,0,1,1,4,4,15,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
279,7,0,1,1,50,4,63,4,0,1,1,-1,4,4,0,2,"4,4"
279,8,0,1,1,59,4,52,4,1,0,-1,1,3,5,1,2,"3,5"
279,9,0,1,1,0,4,11,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
279,10,0,1,1,59,4,56,4,1,0,-1,1,4,4,0,2,"4,4"
279,11,0,1,1,7,4,5,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
279,12,0,1,1,11,4,12,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
280,1,1,0,1,8,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
280,2,1,0,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
280,3,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
280,4,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
280,5,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
280,6,1,0,1,24,4,0,4,0,1,1,-1,5,3,1,2,"5,3"
280,7,1,0,1,7,4,22,4,0,1,1,-1,4,4,0,2,"4,4"
280,8,1,0,1,0,4,18,4,0,1,1,-1,5,3,1,2,"3,5"
280,9,1,0,1,12,4,18,4,0,1,1,-1,4,4,0,2,"4,4"
280,10,1,0,1,44,4,0,4,0,1,0,-1,3,5,1,2,"3,5"
280,11,1,0,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
280,12,1,0,1,18,4,24,4,0,1,1,-1,3,5,1,2,"5,3"
281,1,0,1,0,13,3,0,5,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
281,2,0,1,0,30,5,5,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
281,3,0,1,0,35,5,30,3,0,1,1,-1,4,4,1,2,"4,4"
281,4,0,1,0,0,5,0,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
281,5,0,1,0,39,3,49,5,0,1,1,-1,5,3,1,2,"5,3"
281,6,0,1,0,57,5,40,3,0,1,1,-1,3,5,1,2,"5,3"
281,7,0,1,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
281,8,0,1,0,59,5,25,3,1,0,-1,1,4,4,0,2,"4,4"
281,9,0,1,0,62,5,59,3,1,0,-1,1,3,5,1,2,"3,5"
281,10,0,1,0,42,5,27,3,0,1,1,-1,4,4,1,2,"4,4"
281,11,0,1,0,40,3,59,5,0,1,1,-1,5,3,1,2,"3,5"
281,12,0,1,0,0,5,27,3,1,0,-1,1,4,4,0,2,"4,4"
282,1,1,1,0,0,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
282,2,1,1,0,0,5,0,3,0,1,1,-1,3,5,1,2,"3,5"
282,3,1,1,0,10,5,0,3,1,0,-1,1,5,3,1,2,"5,3"
282,4,1,1,0,18,5,3,3,0,1,1,-1,3,5,1,2,"5,3"
282,5,1,1,0,0,5,0,3,1,0,-1,1,4,4,1,2,"4,4"
282,6,1,1,0,0,5,22,3,1,0,-1,1,4,4,0,2,"4,4"
282,7,1,1,0,0,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
282,8,1,1,0,18,3,20,5,0,1,1,-1,5,3,1,2,"3,5"
282,9,1,1,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
282,10,1,1,0,0,5,13,3,1,0,-1,1,4,4,1,2,"4,4"
282,11,1,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
282,12,1,1,0,0,3,0,5,1,0,-1,1,4,4,0,2,"4,4"
283,1,0,1,0,42,3,47,5,1,0,-1,1,3,5,1,2,"3,5"
283,2,0,1,0,8,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
283,3,0,1,0,42,5,42,3,1,0,-1,1,4,4,1,2,"4,4"
283,4,0,1,0,0,5,0,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
283,5,0,1,0,38,3,54,5,0,1,1,-1,5,3,1,2,"3,5"
283,6,0,1,0,0,3,6,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
283,7,0,1,0,64,5,59,3,0,1,1,-1,3,5,1,2,"5,3"
283,8,0,1,0,29,3,57,5,1,0,-1,1,4,4,0,2,"4,4"
283,9,0,1,0,13,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
283,10,0,1,0,51,3,40,5,0,1,1,-1,4,4,1,2,"4,4"
283,11,0,1,0,34,3,47,5,1,0,-1,1,5,3,1,2,"5,3"
283,12,0,1,0,58,3,60,5,0,1,1,-1,4,4,0,2,"4,4"
284,1,0,0,1,18,4,30,4,1,0,-1,1,4,4,1,2,"4,4"
284,2,0,0,1,63,4,50,4,1,0,-1,1,4,4,0,2,"4,4"
284,3,0,0,1,49,4,35,4,0,1,1,-1,4,4,1,2,"4,4"
284,4,0,0,1,11,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
284,5,0,0,1,51,4,30,4,1,0,-1,1,5,3,1,2,"5,3"
284,6,0,0,1,50,4,57,4,0,1,1,-1,5,3,1,2,"3,5"
284,7,0,0,1,62,4,61,4,0,1,1,-1,3,5,1,2,"5,3"
284,8,0,0,1,52,4,59,4,0,1,1,-1,3,5,1,2,"3,5"
284,9,0,0,1,59,4,56,4,1,0,-1,1,4,4,0,2,"4,4"
284,10,0,0,1,2,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
284,11,0,0,1,23,4,14,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
284,12,0,0,1,11,4,12,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
285,1,1,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
285,2,1,1,0,0,5,6,3,1,0,-1,1,4,4,1,2,"4,4"
285,3,1,1,0,0,5,0,3,0,1,1,-1,5,3,1,2,"5,3"
285,4,1,1,0,0,3,18,5,1,0,-1,1,4,4,1,2,"4,4"
285,5,1,1,0,0,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
285,6,1,1,0,0,3,0,5,1,0,-1,1,4,4,0,2,"4,4"
285,7,1,1,0,0,3,0,5,0,1,1,-1,5,3,1,2,"3,5"
285,8,1,1,0,18,3,24,5,0,1,1,-1,3,5,1,2,"3,5"
285,9,1,1,0,0,3,0,5,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
285,10,1,1,0,0,3,6,5,1,0,-1,1,4,4,0,2,"4,4"
285,11,1,1,0,8,3,18,5,0,1,1,-1,3,5,1,2,"5,3"
285,12,1,1,0,0,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
286,1,1,0,1,24,4,0,4,0,1,1,-1,4,4,0,2,"4,4"
286,2,1,0,1,24,4,0,4,0,1,1,-1,5,3,1,2,"5,3"
286,3,1,0,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
286,4,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
286,5,1,0,1,22,4,24,4,0,1,1,-1,3,5,1,2,"5,3"
286,6,1,0,1,20,4,18,4,0,1,1,-1,5,3,1,2,"3,5"
286,7,1,0,1,23,4,2,4,1,0,-1,1,4,4,0,2,"4,4"
286,8,1,0,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
286,9,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
286,10,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
286,11,1,0,1,0,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
286,12,1,0,1,4,4,18,4,0,1,1,-1,3,5,1,2,"3,5"
287,1,0,0,1,61,4,62,4,0,1,1,-1,3,5,1,2,"5,3"
287,2,0,0,1,43,4,51,4,0,1,1,-1,4,4,1,2,"4,4"
287,3,0,0,1,2,4,1,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
287,4,0,0,1,37,4,54,4,1,0,-1,1,4,4,0,2,"4,4"
287,5,0,0,1,46,4,30,4,1,0,-1,1,5,3,1,2,"5,3"
287,6,0,0,1,12,4,11,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
287,7,0,0,1,56,4,59,4,0,1,1,-1,4,4,0,2,"4,4"
287,8,0,0,1,23,4,36,4,1,0,-1,1,4,4,1,2,"4,4"
287,9,0,0,1,13,4,16,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
287,10,0,0,1,12,4,15,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
287,11,0,0,1,47,4,50,4,1,0,-1,1,3,5,1,2,"3,5"
287,12,0,0,1,58,4,59,4,0,1,1,-1,5,3,1,2,"3,5"
288,1,0,0,1,50,4,49,4,0,1,1,-1,4,4,1,2,"4,4"
288,2,0,0,1,15,4,2,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
288,3,0,0,1,59,4,51,4,1,0,-1,1,4,4,0,2,"4,4"
288,4,0,0,1,20,4,25,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
288,5,0,0,1,59,4,55,4,0,1,1,-1,5,3,1,2,"3,5"
288,6,0,0,1,59,4,38,4,1,0,-1,1,4,4,0,2,"4,4"
288,7,0,0,1,59,4,52,4,1,0,-1,1,3,5,1,2,"3,5"
288,8,0,0,1,13,4,5,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
288,9,0,0,1,62,4,41,4,0,1,1,-1,5,3,1,2,"5,3"
288,10,0,0,1,61,4,40,4,0,1,1,-1,3,5,1,2,"5,3"
288,11,0,0,1,28,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
288,12,0,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
289,1,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
289,2,1,0,1,0,4,26,4,0,1,1,-1,4,4,0,2,"4,4"
289,3,1,0,1,12,4,18,4,0,1,1,-1,4,4,0,2,"4,4"
289,4,1,0,1,0,4,26,4,0,1,1,-1,3,5,1,2,"5,3"
289,5,1,0,1,44,4,0,4,0,1,0,-1,3,5,1,2,"3,5"
289,6,1,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
289,7,1,0,1,0,4,0,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
289,8,1,0,1,8,4,0,4,0,1,1,-1,4,4,1,2,"4,4"
289,9,1,0,1,0,4,0,4,1,0,-1,1,4,4,1,2,"4,4"
289,10,1,0,1,0,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
289,11,1,0,1,18,4,20,4,0,1,1,-1,5,3,1,2,"3,5"
289,12,1,0,1,0,4,2,4,0,1,1,-1,5,3,1,2,"5,3"
290,1,0,1,0,62,5,69,3,1,0,-1,1,4,4,1,2,"4,4"
290,2,0,1,0,40,5,51,3,1,0,-1,1,4,4,1,2,"4,4"
290,3,0,1,0,0,5,13,3,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
290,4,0,1,0,7,5,0,3,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
290,5,0,1,0,0,3,25,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
290,6,0,1,0,34,5,56,3,1,0,-1,1,5,3,1,2,"5,3"
290,7,0,1,0,40,3,59,5,0,1,1,-1,5,3,1,2,"3,5"
290,8,0,1,0,0,5,0,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
290,9,0,1,0,40,5,61,3,1,0,-1,1,4,4,0,2,"4,4"
290,10,0,1,0,20,3,53,5,1,0,-1,1,4,4,0,2,"4,4"
290,11,0,1,0,30,3,49,5,0,1,1,-1,3,5,1,2,"3,5"
290,12,0,1,0,59,3,64,5,0,1,1,-1,3,5,1,2,"5,3"
291,1,0,0,1,0,4,0,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
291,2,0,0,1,51,4,57,4,0,1,1,-1,4,4,0,2,"4,4"
291,3,0,0,1,60,4,59,4,0,1,1,-1,5,3,1,2,"3,5"
291,4,0,0,1,39,4,46,4,0,1,1,-1,5,3,1,2,"5,3"
291,5,0,0,1,5,4,0,4,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
291,6,0,0,1,59,4,52,4,1,0,-1,1,3,5,1,2,"3,5"
291,7,0,0,1,50,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
291,8,0,0,1,59,4,54,4,0,1,1,-1,3,5,1,2,"5,3"
291,9,0,0,1,49,4,62,4,1,0,-1,1,4,4,1,2,"4,4"
291,10,0,0,1,18,4,0,4,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
291,11,0,0,1,11,4,12,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
291,12,0,0,1,63,4,50,4,1,0,-1,1,4,4,0,2,"4,4"
292,1,0,1,1,53,4,50,4,0,1,1,-1,4,4,0,2,"4,4"
292,2,0,1,1,49,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
292,3,0,1,1,12,4,15,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
292,4,0,1,1,0,4,11,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
292,5,0,1,1,62,4,41,4,0,1,1,-1,5,3,1,2,"5,3"
292,6,0,1,1,62,4,61,4,0,1,1,-1,3,5,1,2,"5,3"
292,7,0,1,1,59,4,52,4,1,0,-1,1,3,5,1,2,"3,5"
292,8,0,1,1,5,4,6,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
292,9,0,1,1,22,4,21,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
292,10,0,1,1,59,4,60,4,0,1,1,-1,5,3,1,2,"3,5"
292,11,0,1,1,50,4,47,4,0,1,1,-1,4,4,1,2,"4,4"
292,12,0,1,1,47,4,49,4,1,0,-1,1,4,4,0,2,"4,4"
293,1,0,0,1,61,4,62,4,0,1,1,-1,3,5,1,2,"5,3"
293,2,0,0,1,47,4,59,4,0,1,1,-1,3,5,1,2,"3,5"
293,3,0,0,1,59,4,14,4,0,1,1,-1,4,4,1,2,"4,4"
293,4,0,0,1,1,4,10,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
293,5,0,0,1,52,4,37,4,0,1,1,-1,4,4,1,2,"4,4"
293,6,0,0,1,35,4,49,4,1,0,-1,1,4,4,0,2,"4,4"
293,7,0,0,1,5,4,14,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
293,8,0,0,1,13,4,8,4,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
293,9,0,0,1,59,4,38,4,0,1,1,-1,5,3,1,2,"3,5"
293,10,0,0,1,25,4,8,4,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
293,11,0,0,1,59,4,39,4,0,1,1,-1,5,3,1,2,"5,3"
293,12,0,0,1,51,4,62,4,0,1,1,-1,4,4,0,2,"4,4"
294,1,0,1,0,53,3,60,5,0,1,1,-1,4,4,0,2,"4,4"
294,2,0,1,0,12,5,45,3,1,0,-1,1,5,3,1,2,"5,3"
294,3,0,1,0,6,5,21,3,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
294,4,0,1,0,2,5,19,3,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
294,5,0,1,0,47,5,52,3,0,1,1,-1,4,4,0,2,"4,4"
294,6,0,1,0,29,5,46,3,0,1,1,-1,3,5,1,2,"5,3"
294,7,0,1,0,40,3,59,5,0,1,1,-1,5,3,1,2,"3,5"
294,8,0,1,0,0,3,0,5,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
294,9,0,1,0,40,5,51,3,1,0,-1,1,4,4,1,2,"4,4"
294,10,0,1,0,2,3,11,5,0,1,1,-1,4,4,1,2,"4,4"
